Dataset Mhist
    Number of datapoints: 2175
    Root Location: /data/datasets/mhist_dataset
    Transforms (if any): Compose(
                             ToTensor()
                             Normalize(mean=(0.5071, 0.4866, 0.4409), std=(0.267, 0.256, 0.276))
                         )

Dataset Mhist
    Number of datapoints: 977
    Root Location: /data/datasets/mhist_dataset
    Transforms (if any): Compose(
                             ToTensor()
                             Normalize(mean=(0.5071, 0.4866, 0.4409), std=(0.267, 0.256, 0.276))
                         )

********** Fine-tuning teacher model**********
Evaluation at Epoch 0/150, train_(loss, auc, f1, acc) = 0.477, 0.583, 0.297, 0.75, test_(loss, auc, f1, acc) = 0.537, 0.569, 0.266, 0.68
Evaluation at Epoch 15/150, train_(loss, auc, f1, acc) = 0.570, 0.755, 0.652, 0.80, test_(loss, auc, f1, acc) = 0.821, 0.712, 0.634, 0.74
Evaluation at Epoch 16/150, train_(loss, auc, f1, acc) = 0.550, 0.764, 0.665, 0.81, test_(loss, auc, f1, acc) = 0.816, 0.708, 0.628, 0.73
Evaluation at Epoch 17/150, train_(loss, auc, f1, acc) = 0.536, 0.778, 0.681, 0.81, test_(loss, auc, f1, acc) = 0.796, 0.712, 0.636, 0.73
Evaluation at Epoch 18/150, train_(loss, auc, f1, acc) = 0.526, 0.785, 0.688, 0.81, test_(loss, auc, f1, acc) = 0.781, 0.716, 0.644, 0.73
Evaluation at Epoch 19/150, train_(loss, auc, f1, acc) = 0.498, 0.778, 0.685, 0.82, test_(loss, auc, f1, acc) = 0.770, 0.714, 0.636, 0.74
Evaluation at Epoch 20/150, train_(loss, auc, f1, acc) = 0.486, 0.786, 0.695, 0.82, test_(loss, auc, f1, acc) = 0.753, 0.718, 0.643, 0.74
Evaluation at Epoch 21/150, train_(loss, auc, f1, acc) = 0.470, 0.783, 0.693, 0.82, test_(loss, auc, f1, acc) = 0.748, 0.713, 0.635, 0.74
Evaluation at Epoch 22/150, train_(loss, auc, f1, acc) = 0.457, 0.783, 0.695, 0.83, test_(loss, auc, f1, acc) = 0.740, 0.713, 0.634, 0.74
Evaluation at Epoch 23/150, train_(loss, auc, f1, acc) = 0.451, 0.775, 0.688, 0.83, test_(loss, auc, f1, acc) = 0.751, 0.710, 0.626, 0.74
Evaluation at Epoch 24/150, train_(loss, auc, f1, acc) = 0.437, 0.802, 0.716, 0.83, test_(loss, auc, f1, acc) = 0.721, 0.719, 0.644, 0.74
Evaluation at Epoch 25/150, train_(loss, auc, f1, acc) = 0.422, 0.798, 0.717, 0.84, test_(loss, auc, f1, acc) = 0.716, 0.712, 0.633, 0.74
Evaluation at Epoch 26/150, train_(loss, auc, f1, acc) = 0.412, 0.800, 0.719, 0.84, test_(loss, auc, f1, acc) = 0.710, 0.715, 0.637, 0.74
Evaluation at Epoch 27/150, train_(loss, auc, f1, acc) = 0.422, 0.773, 0.691, 0.84, test_(loss, auc, f1, acc) = 0.739, 0.708, 0.618, 0.75
Evaluation at Epoch 28/150, train_(loss, auc, f1, acc) = 0.399, 0.796, 0.720, 0.85, test_(loss, auc, f1, acc) = 0.711, 0.711, 0.628, 0.75
Evaluation at Epoch 29/150, train_(loss, auc, f1, acc) = 0.385, 0.817, 0.741, 0.85, test_(loss, auc, f1, acc) = 0.685, 0.729, 0.656, 0.75
Evaluation at Epoch 30/150, train_(loss, auc, f1, acc) = 0.385, 0.800, 0.729, 0.86, test_(loss, auc, f1, acc) = 0.705, 0.711, 0.625, 0.75
Evaluation at Epoch 31/150, train_(loss, auc, f1, acc) = 0.372, 0.808, 0.738, 0.86, test_(loss, auc, f1, acc) = 0.692, 0.716, 0.634, 0.75
Evaluation at Epoch 32/150, train_(loss, auc, f1, acc) = 0.362, 0.827, 0.753, 0.86, test_(loss, auc, f1, acc) = 0.677, 0.736, 0.667, 0.75
Evaluation at Epoch 33/150, train_(loss, auc, f1, acc) = 0.354, 0.829, 0.755, 0.86, test_(loss, auc, f1, acc) = 0.675, 0.734, 0.665, 0.75
Evaluation at Epoch 34/150, train_(loss, auc, f1, acc) = 0.358, 0.835, 0.755, 0.85, test_(loss, auc, f1, acc) = 0.679, 0.735, 0.669, 0.74
Evaluation at Epoch 35/150, train_(loss, auc, f1, acc) = 0.338, 0.828, 0.761, 0.87, test_(loss, auc, f1, acc) = 0.668, 0.729, 0.655, 0.75
Evaluation at Epoch 36/150, train_(loss, auc, f1, acc) = 0.335, 0.838, 0.764, 0.86, test_(loss, auc, f1, acc) = 0.664, 0.743, 0.677, 0.76
Evaluation at Epoch 37/150, train_(loss, auc, f1, acc) = 0.327, 0.839, 0.772, 0.87, test_(loss, auc, f1, acc) = 0.657, 0.745, 0.679, 0.76
Evaluation at Epoch 38/150, train_(loss, auc, f1, acc) = 0.320, 0.829, 0.766, 0.87, test_(loss, auc, f1, acc) = 0.665, 0.724, 0.648, 0.75
Evaluation at Epoch 39/150, train_(loss, auc, f1, acc) = 0.313, 0.838, 0.773, 0.87, test_(loss, auc, f1, acc) = 0.654, 0.747, 0.680, 0.76
Evaluation at Epoch 40/150, train_(loss, auc, f1, acc) = 0.307, 0.839, 0.776, 0.87, test_(loss, auc, f1, acc) = 0.652, 0.740, 0.671, 0.76
Evaluation at Epoch 41/150, train_(loss, auc, f1, acc) = 0.308, 0.829, 0.771, 0.88, test_(loss, auc, f1, acc) = 0.663, 0.725, 0.648, 0.76
Evaluation at Epoch 42/150, train_(loss, auc, f1, acc) = 0.296, 0.841, 0.780, 0.88, test_(loss, auc, f1, acc) = 0.651, 0.742, 0.673, 0.76
Evaluation at Epoch 43/150, train_(loss, auc, f1, acc) = 0.292, 0.839, 0.780, 0.88, test_(loss, auc, f1, acc) = 0.653, 0.735, 0.663, 0.76
Evaluation at Epoch 44/150, train_(loss, auc, f1, acc) = 0.286, 0.851, 0.794, 0.88, test_(loss, auc, f1, acc) = 0.647, 0.739, 0.669, 0.76
Evaluation at Epoch 45/150, train_(loss, auc, f1, acc) = 0.282, 0.854, 0.795, 0.88, test_(loss, auc, f1, acc) = 0.650, 0.740, 0.671, 0.76
Evaluation at Epoch 46/150, train_(loss, auc, f1, acc) = 0.283, 0.833, 0.779, 0.88, test_(loss, auc, f1, acc) = 0.657, 0.729, 0.654, 0.76
Evaluation at Epoch 47/150, train_(loss, auc, f1, acc) = 0.274, 0.864, 0.805, 0.89, test_(loss, auc, f1, acc) = 0.646, 0.744, 0.678, 0.76
Evaluation at Epoch 48/150, train_(loss, auc, f1, acc) = 0.269, 0.865, 0.808, 0.89, test_(loss, auc, f1, acc) = 0.639, 0.744, 0.677, 0.76
Evaluation at Epoch 49/150, train_(loss, auc, f1, acc) = 0.265, 0.857, 0.806, 0.89, test_(loss, auc, f1, acc) = 0.640, 0.732, 0.659, 0.76
Evaluation at Epoch 50/150, train_(loss, auc, f1, acc) = 0.260, 0.865, 0.811, 0.89, test_(loss, auc, f1, acc) = 0.637, 0.743, 0.675, 0.76
Evaluation at Epoch 51/150, train_(loss, auc, f1, acc) = 0.258, 0.848, 0.798, 0.89, test_(loss, auc, f1, acc) = 0.646, 0.730, 0.656, 0.76
Evaluation at Epoch 52/150, train_(loss, auc, f1, acc) = 0.252, 0.865, 0.816, 0.90, test_(loss, auc, f1, acc) = 0.644, 0.733, 0.661, 0.76
Evaluation at Epoch 53/150, train_(loss, auc, f1, acc) = 0.254, 0.845, 0.797, 0.89, test_(loss, auc, f1, acc) = 0.649, 0.727, 0.651, 0.76
Evaluation at Epoch 54/150, train_(loss, auc, f1, acc) = 0.254, 0.887, 0.828, 0.90, test_(loss, auc, f1, acc) = 0.647, 0.753, 0.691, 0.76
Evaluation at Epoch 55/150, train_(loss, auc, f1, acc) = 0.241, 0.876, 0.826, 0.90, test_(loss, auc, f1, acc) = 0.637, 0.747, 0.680, 0.76
Evaluation at Epoch 56/150, train_(loss, auc, f1, acc) = 0.238, 0.878, 0.829, 0.90, test_(loss, auc, f1, acc) = 0.647, 0.739, 0.671, 0.76
Evaluation at Epoch 57/150, train_(loss, auc, f1, acc) = 0.235, 0.872, 0.827, 0.90, test_(loss, auc, f1, acc) = 0.641, 0.737, 0.666, 0.76
Evaluation at Epoch 58/150, train_(loss, auc, f1, acc) = 0.236, 0.894, 0.842, 0.91, test_(loss, auc, f1, acc) = 0.641, 0.752, 0.689, 0.76
Evaluation at Epoch 59/150, train_(loss, auc, f1, acc) = 0.231, 0.896, 0.848, 0.91, test_(loss, auc, f1, acc) = 0.630, 0.753, 0.690, 0.76
Evaluation at Epoch 60/150, train_(loss, auc, f1, acc) = 0.238, 0.845, 0.803, 0.90, test_(loss, auc, f1, acc) = 0.647, 0.730, 0.654, 0.76
Evaluation at Epoch 61/150, train_(loss, auc, f1, acc) = 0.224, 0.873, 0.834, 0.91, test_(loss, auc, f1, acc) = 0.648, 0.735, 0.662, 0.76
Evaluation at Epoch 62/150, train_(loss, auc, f1, acc) = 0.219, 0.890, 0.847, 0.91, test_(loss, auc, f1, acc) = 0.630, 0.749, 0.683, 0.76
Evaluation at Epoch 63/150, train_(loss, auc, f1, acc) = 0.216, 0.886, 0.844, 0.91, test_(loss, auc, f1, acc) = 0.633, 0.745, 0.678, 0.76
Evaluation at Epoch 64/150, train_(loss, auc, f1, acc) = 0.215, 0.901, 0.857, 0.92, test_(loss, auc, f1, acc) = 0.632, 0.746, 0.680, 0.76
Evaluation at Epoch 65/150, train_(loss, auc, f1, acc) = 0.212, 0.880, 0.842, 0.91, test_(loss, auc, f1, acc) = 0.636, 0.739, 0.669, 0.76
Evaluation at Epoch 66/150, train_(loss, auc, f1, acc) = 0.213, 0.908, 0.860, 0.92, test_(loss, auc, f1, acc) = 0.637, 0.753, 0.690, 0.76
Evaluation at Epoch 67/150, train_(loss, auc, f1, acc) = 0.205, 0.892, 0.852, 0.92, test_(loss, auc, f1, acc) = 0.633, 0.746, 0.679, 0.76
Evaluation at Epoch 68/150, train_(loss, auc, f1, acc) = 0.204, 0.888, 0.851, 0.92, test_(loss, auc, f1, acc) = 0.636, 0.746, 0.679, 0.77
Evaluation at Epoch 69/150, train_(loss, auc, f1, acc) = 0.201, 0.894, 0.856, 0.92, test_(loss, auc, f1, acc) = 0.628, 0.745, 0.678, 0.76
Evaluation at Epoch 70/150, train_(loss, auc, f1, acc) = 0.200, 0.909, 0.869, 0.92, test_(loss, auc, f1, acc) = 0.639, 0.751, 0.687, 0.76
Evaluation at Epoch 71/150, train_(loss, auc, f1, acc) = 0.199, 0.883, 0.850, 0.92, test_(loss, auc, f1, acc) = 0.636, 0.744, 0.674, 0.77
Evaluation at Epoch 72/150, train_(loss, auc, f1, acc) = 0.198, 0.920, 0.880, 0.93, test_(loss, auc, f1, acc) = 0.636, 0.748, 0.684, 0.76
Evaluation at Epoch 73/150, train_(loss, auc, f1, acc) = 0.192, 0.910, 0.874, 0.93, test_(loss, auc, f1, acc) = 0.642, 0.744, 0.678, 0.76
Evaluation at Epoch 74/150, train_(loss, auc, f1, acc) = 0.190, 0.913, 0.878, 0.93, test_(loss, auc, f1, acc) = 0.636, 0.746, 0.680, 0.76
Evaluation at Epoch 75/150, train_(loss, auc, f1, acc) = 0.190, 0.915, 0.879, 0.93, test_(loss, auc, f1, acc) = 0.636, 0.745, 0.679, 0.76
Evaluation at Epoch 76/150, train_(loss, auc, f1, acc) = 0.189, 0.901, 0.867, 0.92, test_(loss, auc, f1, acc) = 0.637, 0.742, 0.673, 0.76
Evaluation at Epoch 77/150, train_(loss, auc, f1, acc) = 0.189, 0.913, 0.877, 0.93, test_(loss, auc, f1, acc) = 0.637, 0.745, 0.679, 0.76
Evaluation at Epoch 78/150, train_(loss, auc, f1, acc) = 0.188, 0.906, 0.872, 0.93, test_(loss, auc, f1, acc) = 0.637, 0.743, 0.676, 0.76
Evaluation at Epoch 79/150, train_(loss, auc, f1, acc) = 0.189, 0.902, 0.870, 0.93, test_(loss, auc, f1, acc) = 0.638, 0.741, 0.671, 0.76
Evaluation at Epoch 80/150, train_(loss, auc, f1, acc) = 0.188, 0.904, 0.869, 0.93, test_(loss, auc, f1, acc) = 0.636, 0.742, 0.673, 0.76
Evaluation at Epoch 81/150, train_(loss, auc, f1, acc) = 0.188, 0.905, 0.871, 0.93, test_(loss, auc, f1, acc) = 0.637, 0.742, 0.674, 0.76
Evaluation at Epoch 82/150, train_(loss, auc, f1, acc) = 0.188, 0.908, 0.873, 0.93, test_(loss, auc, f1, acc) = 0.636, 0.745, 0.678, 0.76
Evaluation at Epoch 83/150, train_(loss, auc, f1, acc) = 0.187, 0.910, 0.876, 0.93, test_(loss, auc, f1, acc) = 0.636, 0.744, 0.677, 0.76
Evaluation at Epoch 84/150, train_(loss, auc, f1, acc) = 0.187, 0.913, 0.878, 0.93, test_(loss, auc, f1, acc) = 0.637, 0.745, 0.679, 0.76
Evaluation at Epoch 85/150, train_(loss, auc, f1, acc) = 0.187, 0.908, 0.873, 0.93, test_(loss, auc, f1, acc) = 0.637, 0.745, 0.678, 0.76
Evaluation at Epoch 86/150, train_(loss, auc, f1, acc) = 0.187, 0.910, 0.876, 0.93, test_(loss, auc, f1, acc) = 0.637, 0.744, 0.677, 0.76
Evaluation at Epoch 87/150, train_(loss, auc, f1, acc) = 0.186, 0.913, 0.879, 0.93, test_(loss, auc, f1, acc) = 0.637, 0.744, 0.677, 0.76
Evaluation at Epoch 88/150, train_(loss, auc, f1, acc) = 0.187, 0.902, 0.870, 0.93, test_(loss, auc, f1, acc) = 0.637, 0.742, 0.673, 0.76
Evaluation at Epoch 89/150, train_(loss, auc, f1, acc) = 0.186, 0.912, 0.878, 0.93, test_(loss, auc, f1, acc) = 0.637, 0.743, 0.676, 0.76
Evaluation at Epoch 90/150, train_(loss, auc, f1, acc) = 0.186, 0.911, 0.877, 0.93, test_(loss, auc, f1, acc) = 0.637, 0.743, 0.676, 0.76
Evaluation at Epoch 91/150, train_(loss, auc, f1, acc) = 0.185, 0.914, 0.880, 0.93, test_(loss, auc, f1, acc) = 0.637, 0.745, 0.678, 0.76
Evaluation at Epoch 92/150, train_(loss, auc, f1, acc) = 0.186, 0.903, 0.872, 0.93, test_(loss, auc, f1, acc) = 0.638, 0.744, 0.675, 0.77
Evaluation at Epoch 93/150, train_(loss, auc, f1, acc) = 0.185, 0.915, 0.880, 0.93, test_(loss, auc, f1, acc) = 0.637, 0.745, 0.679, 0.76
Evaluation at Epoch 94/150, train_(loss, auc, f1, acc) = 0.185, 0.914, 0.881, 0.93, test_(loss, auc, f1, acc) = 0.637, 0.742, 0.675, 0.76
Evaluation at Epoch 95/150, train_(loss, auc, f1, acc) = 0.184, 0.909, 0.875, 0.93, test_(loss, auc, f1, acc) = 0.637, 0.742, 0.674, 0.76
Evaluation at Epoch 96/150, train_(loss, auc, f1, acc) = 0.184, 0.908, 0.874, 0.93, test_(loss, auc, f1, acc) = 0.637, 0.743, 0.675, 0.76
Evaluation at Epoch 97/150, train_(loss, auc, f1, acc) = 0.184, 0.906, 0.873, 0.93, test_(loss, auc, f1, acc) = 0.637, 0.739, 0.669, 0.76
Evaluation at Epoch 98/150, train_(loss, auc, f1, acc) = 0.184, 0.911, 0.878, 0.93, test_(loss, auc, f1, acc) = 0.637, 0.743, 0.676, 0.76
Evaluation at Epoch 99/150, train_(loss, auc, f1, acc) = 0.184, 0.913, 0.880, 0.93, test_(loss, auc, f1, acc) = 0.638, 0.743, 0.676, 0.76
Evaluation at Epoch 100/150, train_(loss, auc, f1, acc) = 0.183, 0.908, 0.874, 0.93, test_(loss, auc, f1, acc) = 0.637, 0.740, 0.671, 0.76
Evaluation at Epoch 101/150, train_(loss, auc, f1, acc) = 0.183, 0.908, 0.875, 0.93, test_(loss, auc, f1, acc) = 0.638, 0.738, 0.669, 0.76
Evaluation at Epoch 102/150, train_(loss, auc, f1, acc) = 0.183, 0.916, 0.882, 0.93, test_(loss, auc, f1, acc) = 0.637, 0.744, 0.677, 0.76
Evaluation at Epoch 103/150, train_(loss, auc, f1, acc) = 0.183, 0.915, 0.882, 0.93, test_(loss, auc, f1, acc) = 0.636, 0.745, 0.679, 0.76
Evaluation at Epoch 104/150, train_(loss, auc, f1, acc) = 0.182, 0.915, 0.881, 0.93, test_(loss, auc, f1, acc) = 0.638, 0.741, 0.673, 0.76
Evaluation at Epoch 105/150, train_(loss, auc, f1, acc) = 0.182, 0.914, 0.881, 0.93, test_(loss, auc, f1, acc) = 0.637, 0.743, 0.675, 0.76
Evaluation at Epoch 106/150, train_(loss, auc, f1, acc) = 0.182, 0.915, 0.882, 0.93, test_(loss, auc, f1, acc) = 0.637, 0.743, 0.676, 0.76
Evaluation at Epoch 107/150, train_(loss, auc, f1, acc) = 0.182, 0.915, 0.881, 0.93, test_(loss, auc, f1, acc) = 0.638, 0.744, 0.678, 0.76
Evaluation at Epoch 108/150, train_(loss, auc, f1, acc) = 0.182, 0.910, 0.878, 0.93, test_(loss, auc, f1, acc) = 0.638, 0.740, 0.671, 0.76
Evaluation at Epoch 109/150, train_(loss, auc, f1, acc) = 0.182, 0.916, 0.881, 0.93, test_(loss, auc, f1, acc) = 0.638, 0.744, 0.678, 0.76
Evaluation at Epoch 110/150, train_(loss, auc, f1, acc) = 0.181, 0.915, 0.882, 0.93, test_(loss, auc, f1, acc) = 0.638, 0.744, 0.677, 0.76
Evaluation at Epoch 111/150, train_(loss, auc, f1, acc) = 0.181, 0.915, 0.882, 0.93, test_(loss, auc, f1, acc) = 0.637, 0.745, 0.679, 0.76
Evaluation at Epoch 112/150, train_(loss, auc, f1, acc) = 0.181, 0.915, 0.882, 0.93, test_(loss, auc, f1, acc) = 0.638, 0.744, 0.677, 0.76
Evaluation at Epoch 113/150, train_(loss, auc, f1, acc) = 0.180, 0.914, 0.882, 0.93, test_(loss, auc, f1, acc) = 0.638, 0.739, 0.669, 0.76
Evaluation at Epoch 114/150, train_(loss, auc, f1, acc) = 0.180, 0.911, 0.880, 0.93, test_(loss, auc, f1, acc) = 0.639, 0.739, 0.670, 0.76
Evaluation at Epoch 115/150, train_(loss, auc, f1, acc) = 0.180, 0.911, 0.880, 0.93, test_(loss, auc, f1, acc) = 0.639, 0.738, 0.669, 0.76
Evaluation at Epoch 116/150, train_(loss, auc, f1, acc) = 0.180, 0.915, 0.882, 0.93, test_(loss, auc, f1, acc) = 0.638, 0.742, 0.675, 0.76
Evaluation at Epoch 117/150, train_(loss, auc, f1, acc) = 0.180, 0.915, 0.882, 0.93, test_(loss, auc, f1, acc) = 0.638, 0.744, 0.677, 0.76
Evaluation at Epoch 118/150, train_(loss, auc, f1, acc) = 0.179, 0.917, 0.884, 0.93, test_(loss, auc, f1, acc) = 0.639, 0.744, 0.677, 0.76
Evaluation at Epoch 119/150, train_(loss, auc, f1, acc) = 0.180, 0.911, 0.881, 0.93, test_(loss, auc, f1, acc) = 0.639, 0.740, 0.670, 0.76
Evaluation at Epoch 120/150, train_(loss, auc, f1, acc) = 0.179, 0.918, 0.884, 0.93, test_(loss, auc, f1, acc) = 0.638, 0.744, 0.677, 0.76
Evaluation at Epoch 121/150, train_(loss, auc, f1, acc) = 0.179, 0.913, 0.882, 0.93, test_(loss, auc, f1, acc) = 0.639, 0.739, 0.669, 0.76
Evaluation at Epoch 122/150, train_(loss, auc, f1, acc) = 0.179, 0.918, 0.885, 0.93, test_(loss, auc, f1, acc) = 0.639, 0.744, 0.677, 0.76
Evaluation at Epoch 123/150, train_(loss, auc, f1, acc) = 0.178, 0.916, 0.884, 0.93, test_(loss, auc, f1, acc) = 0.639, 0.740, 0.671, 0.76
Evaluation at Epoch 124/150, train_(loss, auc, f1, acc) = 0.178, 0.915, 0.883, 0.93, test_(loss, auc, f1, acc) = 0.639, 0.739, 0.669, 0.76
Evaluation at Epoch 125/150, train_(loss, auc, f1, acc) = 0.178, 0.915, 0.884, 0.93, test_(loss, auc, f1, acc) = 0.639, 0.739, 0.669, 0.76
Evaluation at Epoch 126/150, train_(loss, auc, f1, acc) = 0.178, 0.914, 0.884, 0.93, test_(loss, auc, f1, acc) = 0.639, 0.739, 0.669, 0.76
Evaluation at Epoch 127/150, train_(loss, auc, f1, acc) = 0.177, 0.919, 0.885, 0.93, test_(loss, auc, f1, acc) = 0.638, 0.744, 0.677, 0.76
Evaluation at Epoch 128/150, train_(loss, auc, f1, acc) = 0.177, 0.920, 0.886, 0.93, test_(loss, auc, f1, acc) = 0.639, 0.745, 0.679, 0.76
Evaluation at Epoch 129/150, train_(loss, auc, f1, acc) = 0.177, 0.914, 0.884, 0.93, test_(loss, auc, f1, acc) = 0.639, 0.739, 0.670, 0.76
Evaluation at Epoch 130/150, train_(loss, auc, f1, acc) = 0.177, 0.918, 0.885, 0.93, test_(loss, auc, f1, acc) = 0.639, 0.744, 0.677, 0.76
Evaluation at Epoch 131/150, train_(loss, auc, f1, acc) = 0.176, 0.919, 0.888, 0.94, test_(loss, auc, f1, acc) = 0.640, 0.740, 0.671, 0.76
Evaluation at Epoch 132/150, train_(loss, auc, f1, acc) = 0.176, 0.916, 0.883, 0.93, test_(loss, auc, f1, acc) = 0.638, 0.741, 0.673, 0.76
Evaluation at Epoch 133/150, train_(loss, auc, f1, acc) = 0.176, 0.918, 0.887, 0.94, test_(loss, auc, f1, acc) = 0.640, 0.740, 0.671, 0.76
Evaluation at Epoch 134/150, train_(loss, auc, f1, acc) = 0.176, 0.918, 0.886, 0.93, test_(loss, auc, f1, acc) = 0.639, 0.740, 0.671, 0.76
Evaluation at Epoch 135/150, train_(loss, auc, f1, acc) = 0.176, 0.911, 0.882, 0.93, test_(loss, auc, f1, acc) = 0.641, 0.740, 0.671, 0.76
Evaluation at Epoch 136/150, train_(loss, auc, f1, acc) = 0.176, 0.922, 0.889, 0.94, test_(loss, auc, f1, acc) = 0.639, 0.745, 0.679, 0.76
Evaluation at Epoch 137/150, train_(loss, auc, f1, acc) = 0.176, 0.908, 0.879, 0.93, test_(loss, auc, f1, acc) = 0.641, 0.744, 0.676, 0.77
Evaluation at Epoch 138/150, train_(loss, auc, f1, acc) = 0.175, 0.919, 0.886, 0.93, test_(loss, auc, f1, acc) = 0.639, 0.742, 0.675, 0.76
Evaluation at Epoch 139/150, train_(loss, auc, f1, acc) = 0.175, 0.920, 0.887, 0.93, test_(loss, auc, f1, acc) = 0.639, 0.745, 0.679, 0.76
Evaluation at Epoch 140/150, train_(loss, auc, f1, acc) = 0.175, 0.919, 0.886, 0.93, test_(loss, auc, f1, acc) = 0.640, 0.745, 0.679, 0.76
Evaluation at Epoch 141/150, train_(loss, auc, f1, acc) = 0.174, 0.919, 0.886, 0.93, test_(loss, auc, f1, acc) = 0.640, 0.745, 0.679, 0.76
Evaluation at Epoch 142/150, train_(loss, auc, f1, acc) = 0.174, 0.920, 0.887, 0.94, test_(loss, auc, f1, acc) = 0.640, 0.740, 0.672, 0.76
Evaluation at Epoch 143/150, train_(loss, auc, f1, acc) = 0.174, 0.920, 0.888, 0.94, test_(loss, auc, f1, acc) = 0.640, 0.741, 0.673, 0.76
Evaluation at Epoch 144/150, train_(loss, auc, f1, acc) = 0.174, 0.920, 0.890, 0.94, test_(loss, auc, f1, acc) = 0.640, 0.739, 0.670, 0.76
Evaluation at Epoch 145/150, train_(loss, auc, f1, acc) = 0.174, 0.916, 0.888, 0.94, test_(loss, auc, f1, acc) = 0.641, 0.740, 0.671, 0.76
Evaluation at Epoch 146/150, train_(loss, auc, f1, acc) = 0.173, 0.919, 0.890, 0.94, test_(loss, auc, f1, acc) = 0.641, 0.740, 0.671, 0.76
Evaluation at Epoch 147/150, train_(loss, auc, f1, acc) = 0.173, 0.920, 0.888, 0.94, test_(loss, auc, f1, acc) = 0.639, 0.741, 0.673, 0.76
Evaluation at Epoch 148/150, train_(loss, auc, f1, acc) = 0.173, 0.921, 0.888, 0.94, test_(loss, auc, f1, acc) = 0.640, 0.744, 0.677, 0.76
Evaluation at Epoch 149/150, train_(loss, auc, f1, acc) = 0.173, 0.917, 0.888, 0.94, test_(loss, auc, f1, acc) = 0.641, 0.740, 0.671, 0.76
********** Re-initialize student model**********
********** Fine-tuning student with KD using both teachers, temp = 4**********
Evaluation at Epoch 0/150, train_(loss, auc, f1, acc) = 1.799, 0.679, 0.552, 0.65, test_(loss, auc, f1, acc) = 1.756, 0.682, 0.627, 0.66
Evaluation at Epoch 1/150, train_(loss, auc, f1, acc) = 1.329, 0.662, 0.527, 0.69, test_(loss, auc, f1, acc) = 1.418, 0.662, 0.585, 0.67
Evaluation at Epoch 2/150, train_(loss, auc, f1, acc) = 1.166, 0.660, 0.522, 0.70, test_(loss, auc, f1, acc) = 1.320, 0.657, 0.569, 0.68
Evaluation at Epoch 3/150, train_(loss, auc, f1, acc) = 1.073, 0.662, 0.519, 0.72, test_(loss, auc, f1, acc) = 1.265, 0.655, 0.559, 0.68
Evaluation at Epoch 4/150, train_(loss, auc, f1, acc) = 1.004, 0.673, 0.534, 0.74, test_(loss, auc, f1, acc) = 1.208, 0.662, 0.567, 0.69
Evaluation at Epoch 5/150, train_(loss, auc, f1, acc) = 0.958, 0.700, 0.574, 0.74, test_(loss, auc, f1, acc) = 1.152, 0.667, 0.580, 0.69
Evaluation at Epoch 6/150, train_(loss, auc, f1, acc) = 0.901, 0.687, 0.554, 0.75, test_(loss, auc, f1, acc) = 1.120, 0.658, 0.558, 0.69
Evaluation at Epoch 7/150, train_(loss, auc, f1, acc) = 0.855, 0.704, 0.579, 0.76, test_(loss, auc, f1, acc) = 1.072, 0.672, 0.580, 0.70
Evaluation at Epoch 8/150, train_(loss, auc, f1, acc) = 0.815, 0.711, 0.589, 0.76, test_(loss, auc, f1, acc) = 1.035, 0.674, 0.586, 0.70
Evaluation at Epoch 9/150, train_(loss, auc, f1, acc) = 0.779, 0.726, 0.610, 0.77, test_(loss, auc, f1, acc) = 1.000, 0.686, 0.603, 0.71
Evaluation at Epoch 10/150, train_(loss, auc, f1, acc) = 0.743, 0.728, 0.614, 0.78, test_(loss, auc, f1, acc) = 0.971, 0.687, 0.603, 0.71
Evaluation at Epoch 11/150, train_(loss, auc, f1, acc) = 0.711, 0.720, 0.604, 0.78, test_(loss, auc, f1, acc) = 0.952, 0.686, 0.597, 0.72
Evaluation at Epoch 12/150, train_(loss, auc, f1, acc) = 0.682, 0.733, 0.621, 0.78, test_(loss, auc, f1, acc) = 0.923, 0.695, 0.612, 0.72
Evaluation at Epoch 13/150, train_(loss, auc, f1, acc) = 0.659, 0.747, 0.639, 0.78, test_(loss, auc, f1, acc) = 0.892, 0.706, 0.630, 0.72
Evaluation at Epoch 14/150, train_(loss, auc, f1, acc) = 0.629, 0.745, 0.638, 0.79, test_(loss, auc, f1, acc) = 0.877, 0.705, 0.625, 0.73
Evaluation at Epoch 15/150, train_(loss, auc, f1, acc) = 0.606, 0.747, 0.642, 0.80, test_(loss, auc, f1, acc) = 0.859, 0.704, 0.624, 0.73
Evaluation at Epoch 16/150, train_(loss, auc, f1, acc) = 0.585, 0.752, 0.650, 0.80, test_(loss, auc, f1, acc) = 0.844, 0.705, 0.623, 0.73
Evaluation at Epoch 17/150, train_(loss, auc, f1, acc) = 0.564, 0.759, 0.658, 0.80, test_(loss, auc, f1, acc) = 0.819, 0.711, 0.634, 0.73
Evaluation at Epoch 18/150, train_(loss, auc, f1, acc) = 0.546, 0.762, 0.664, 0.81, test_(loss, auc, f1, acc) = 0.806, 0.711, 0.631, 0.74
Evaluation at Epoch 19/150, train_(loss, auc, f1, acc) = 0.528, 0.765, 0.667, 0.81, test_(loss, auc, f1, acc) = 0.795, 0.711, 0.632, 0.74
Evaluation at Epoch 20/150, train_(loss, auc, f1, acc) = 0.514, 0.763, 0.667, 0.82, test_(loss, auc, f1, acc) = 0.784, 0.709, 0.628, 0.74
